texto,prioridade
"Urgente: O sistema de pagamento está instável, mas funciona preciso de uma solução",medio
Estou com um problema: Algumas transações estão sendo rejeitadas preciso de uma solução,medio
Preciso de ajuda com: Parte dos usuários não consegue acessar desde ontem,medio
Não consigo acessar o sistema,alto
Cálculos incorretos em alguns cenários desde ontem,medio
Preciso de ajuda com: Não consigo acessar o sistema após a atualização,alto
Sistema está instável,medio
Login extremamente feio,baixo
Verificar: Layout desalinhado isso está me impedindo de trabalhar,baixo
Preciso de ajuda com: Logotipo com baixa resolução aconteceu agora,baixo
Login quebrado completamente,alto
Urgente: Vazamento de informações sensíveis isso está me impedindo de trabalhar,alto
Preciso de ajuda com: Sistema financeiro fora do ar aconteceu agora,alto
A página de login tem aparência amadora,baixo
"Olá, O módulo financeiro não calcula valores corretamente",alto
Clientes não conseguem finalizar compras,alto
"Bom dia, O botão de login não funciona preciso de uma solução",alto
Sistema apresenta erro ocasionalmente,medio
Preciso de ajuda com: Apenas alguns clientes não conseguem efetuar pagamento por favor me ajudem,medio
Verificar: O botão de login não funciona preciso de uma solução,alto
Urgente: Erro crítico na aplicação isso está me impedindo de trabalhar,alto
"Olá, Sistema lento para fazer login, mas funciona aconteceu agora",medio
O módulo financeiro tem aparência desagradável,baixo
Menu com item duplicado o que devo fazer?,baixo
Preciso de ajuda com: O sistema de login está fora do ar após a atualização,alto
Sistema apresenta erro ocasionalmente,medio
Alguns usuários relatando erros,medio
Preciso de ajuda com: O sistema de autenticação não valida senhas o que devo fazer?,alto
Estou com um problema: O sistema de login está fora do ar isso está me impedindo de trabalhar,alto
"Bom dia, API principal retornando erro por favor me ajudem",alto
Problema: O módulo financeiro não calcula valores corretamente,alto
Verificar: Pequena falha no design responsivo o que devo fazer?,baixo
A tela de login não permite acesso,alto
"Olá, O sistema de autenticação tem design ultrapassado desde ontem",baixo
Login feio demais,baixo
Preciso de ajuda com: Paginação com contador incorreto aconteceu agora,baixo
Menu com item duplicado aconteceu agora,baixo
Falha crítica no servidor,alto
Preciso de ajuda com: Interface do login extremamente feia após a atualização,baixo
Estou com um problema: Sistema financeiro fora do ar preciso de uma solução,alto
Preciso de ajuda com: Aplicação está fora do ar,alto
Verificar: Serviço indisponível por favor me ajudem,alto
Alguns usuários relatam problemas no checkout,medio
"Olá, Falha intermitente no login por favor me ajudem",medio
Lentidão no sistema,medio
Estou com um problema: O módulo financeiro não calcula valores corretamente isso está me impedindo de trabalhar,alto
O checkout falha ao finalizar,alto
Problema: Sistema está instável aconteceu agora,medio
Estou com um problema: Erro de digitação em mensagem de ajuda preciso de uma solução,baixo
"Bom dia, Login feio demais após a atualização",baixo
Urgente: Sistema não está respondendo,alto
"Olá, Clientes não conseguem finalizar compras aconteceu agora",alto
"Olá, O sistema tem aparência amadora",baixo
Problema: O sistema está rejeitando todas as transações preciso de uma solução,alto
"Bom dia, Tradução incompleta em página secundária",baixo
Estou com um problema: A aparência da página de checkout não é moderna por favor me ajudem,baixo
Estou com um problema: Timeout em algumas requisições após a atualização,medio
Problema: Notificações com atraso isso está me impedindo de trabalhar,medio
"Bom dia, Login quebrado completamente isso está me impedindo de trabalhar",alto
Velocidade do login abaixo do esperado,medio
"Olá, API principal retornando erro por favor me ajudem",alto
Login feio mas funcional,baixo
Login feio demais,baixo
Serviço indisponível,alto
Login quebrado completamente,alto
Estou com um problema: Pequena falha no design responsivo por favor me ajudem,baixo
Falha intermitente no login,medio
Urgente: O pagamento não é processado o que devo fazer?,alto
Sistema apresenta erro ocasionalmente,medio
Aplicação está fora do ar isso está me impedindo de trabalhar,alto
Urgente: Login extremamente feio desde ontem,baixo
"A autenticação funciona, mas com lentidão",medio
Sistema não está respondendo o que devo fazer?,alto
Preciso de ajuda com: Atraso no processamento de dados desde ontem,medio
Estou com um problema: Checkout por vezes apresenta travamentos após a atualização,medio
"Sistema lento para fazer login, mas funciona",medio
Estou com um problema: Vazamento de informações sensíveis o que devo fazer?,alto
Velocidade do login abaixo do esperado,medio
Verificar: Tela de pagamento visualmente terrível mas que funciona,baixo
Problema: Dados de clientes expostos desde ontem,alto
Estou com um problema: Erro de banco de dados crítico,alto
Estou com um problema: O botão de login não funciona o que devo fazer?,alto
Erros em algumas transações,medio
O formulário de login está lento,medio
Não consigo fazer login no sistema o que devo fazer?,alto
Verificar: Sistema financeiro fora do ar aconteceu agora,alto
Erro de digitação em mensagem de ajuda,baixo
Alguns usuários relatando erros por favor me ajudem,medio
"Bom dia, Espaçamento incorreto entre elementos por favor me ajudem",baixo
"Problema: O sistema de pagamento está instável, mas funciona o que devo fazer?",medio
Preciso de ajuda com: A estética da tela de login está ruim preciso de uma solução,baixo
Verificar: Erro de ortografia na interface aconteceu agora,baixo
"Bom dia, Sistema lento para fazer login, mas funciona preciso de uma solução",medio
Estou com um problema: Menu com item duplicado após a atualização,baixo
O botão de pagamento está com cor errada,baixo
Gateway de pagamento não responde,alto
Preciso de ajuda com: Ícones não padronizados isso está me impedindo de trabalhar,baixo
Verificar: Login feio mas funcional por favor me ajudem,baixo
Erro de autenticação em todos os acessos,alto
Login feio mas funcional,baixo
Problema: Algumas funcionalidades estão lentas desde ontem,medio
A aparência da página de checkout não é moderna preciso de uma solução,baixo
Aplicação está fora do ar,alto
"Bom dia, Ícones não padronizados aconteceu agora",baixo
Preciso de ajuda com: Alguns usuários relatam problemas no checkout aconteceu agora,medio
Alguns botões não funcionam corretamente,medio
Estou com um problema: Falha intermitente no login por favor me ajudem,medio
Urgente: Falha intermitente no login,medio
Tela de pagamento visualmente terrível mas que funciona,baixo
Preciso de ajuda com: UI feia no login mas funcional isso está me impedindo de trabalhar,baixo
Formulário de login com lentidão moderada,medio
"Olá, Clientes não conseguem fazer login desde ontem",alto
"Olá, O botão de compra não responde aos cliques o que devo fazer?",alto
"Olá, Sistema financeiro fora do ar o que devo fazer?",alto
O formulário de login tem layout desalinhado,baixo
Problema: A interface do gateway de pagamento não é atraente,baixo
Imagem de background com qualidade baixa,baixo
Cálculos incorretos em alguns cenários,medio
Urgente: Sistema de pagamento não processa transações,alto
Aplicação está fora do ar preciso de uma solução,alto
API principal retornando erro o que devo fazer?,alto
Urgente: Tradução incompleta em página secundária por favor me ajudem,baixo
Problema: Interface do login extremamente feia o que devo fazer?,baixo
O sistema de autenticação não valida senhas,alto
Estou com um problema: Sistema inoperante na parte de pagamentos por favor me ajudem,alto
Preciso de ajuda com: Cor do botão incorreta aconteceu agora,baixo
"Olá, Sistema de pagamento processa com atraso desde ontem",medio
Urgente: Erro 500 ao acessar o sistema desde ontem,alto
Urgente: Erro de ortografia na interface após a atualização,baixo
Checkout por vezes apresenta travamentos,medio
Problema: Erro de banco de dados crítico após a atualização,alto
"Bom dia, Não consigo acessar o sistema",alto
Timeout em algumas requisições,medio
Urgente: Erros em algumas transações,medio
Estou com um problema: A tela de pagamento tem design ultrapassado aconteceu agora,baixo
"Olá, Falha crítica no servidor após a atualização",alto
Estou com um problema: Erro 500 ao acessar o sistema após a atualização,alto
Preciso de ajuda com: Checkout por vezes apresenta travamentos preciso de uma solução,medio
Verificar: Vazamento de informações sensíveis por favor me ajudem,alto
"Bom dia, Fonte muito pequena desde ontem",baixo
Validação de formulários com falhas,medio
Verificar: A tela de login trava ao tentar acessar isso está me impedindo de trabalhar,alto
Estou com um problema: Sistema está instável após a atualização,medio
O design do módulo de autenticação é pouco atraente,baixo
Problema: Pequena falha no design responsivo desde ontem,baixo
Cálculos incorretos em alguns cenários,medio
Urgente: Sistema está instável preciso de uma solução,medio
Algumas transações estão sendo rejeitadas,medio
O visual do sistema de autenticação é antiquado o que devo fazer?,baixo
Urgente: Gateway de pagamento não responde,alto
"Bom dia, O módulo financeiro não calcula valores corretamente após a atualização",alto
"Olá, Dados de clientes expostos aconteceu agora",alto
Preciso de ajuda com: Algumas transações estão sendo rejeitadas o que devo fazer?,medio
Verificar: O módulo financeiro tem aparência desagradável desde ontem,baixo
Verificar: Cálculos incorretos em alguns cenários desde ontem,medio
"Verificar: Sistema lento para fazer login, mas funciona",medio
"Olá, Erro crítico na aplicação isso está me impedindo de trabalhar",alto
O botão de pagamento está com cor errada,baixo
Notificações com atraso,medio
"Bom dia, Erro de autenticação em todos os acessos após a atualização",alto
Falha intermitente no login por favor me ajudem,medio
"Bom dia, Sistema financeiro fora do ar após a atualização",alto
Preciso de ajuda com: Clientes não conseguem finalizar compras aconteceu agora,alto
Estou com um problema: A tela de login trava ao tentar acessar,alto
Verificar: Pesquisa retornando resultados incompletos após a atualização,medio
Verificar: Os botões de pagamento estão com cores que não combinam aconteceu agora,baixo
